an,“an,a,quebec’s,washington’s,fund’s,department’s,its,university’s,harper’s,toronto’s,2.77919590283,5.01136962319,5.01613712681,5.01947449755,5.06815430049,5.08984522103,5.11783813543,5.1370641604,5.25627320715,5.4001275104
bank,boj,boe,board,commerzbank,council,advocate,normalization,imf,behalf,producer,3.54437291719,3.61966594516,3.62264115025,3.85823912318,3.85875650279,3.95328389849,3.96297559094,3.96644457828,4.09026662844,4.14351215002
—,–,•,,.but,2006.,cutbacks,markets..,twitter.com/gisfeld,sites,market..,1.20449478246,2.16545753285,2.23668139563,2.72566189318,2.75326419702,2.75901096505,2.79642004784,2.85327725119,2.85503695699,2.86764040164
this,“this,said.that,“that,calendar,ideal,next,transmission,tentative,“one,q2,2.13351820915,2.73213145017,3.0296366199,3.11817581907,3.3998744523,3.40075535187,3.48093456052,3.49302015262,3.51364728807,3.51990320285
more,less,“more,overly,deeply,“most,sufficiently,extremely,highly,equally,fewer,1.60675683736,2.40540674255,2.78521977027,3.25102669021,3.36725964751,3.44108413239,3.47454545418,3.53693114236,3.55347154968,3.66038364953
not,hardly,never,aggressively,totally,necessarily,wasn’t,normally,regularly,largely,isn’t,2.56144717007,2.95135773207,3.01006498457,3.09319576073,3.10487135173,3.12600442207,3.20453893855,3.25313702205,3.26088234191,3.29934663396
would,“would,will,he’ll,might,could,we’d,“should,“will,should,can,1.74863968824,1.85662005484,1.95597465084,1.97474244042,2.03140895556,2.21476595136,2.32461398206,2.37935564811,2.52862900412,2.57051753399
he,she,trump,strauss-kahn,abe,guindos,diplomats,baroin,watchdog,clark,they,1.16302737865,1.86429038251,1.95547648087,1.98480836368,2.00968413371,2.04235933735,2.08253619372,2.10634759677,2.11193167119,2.16308181228
$,w.,aged,sept.,university’s,minus,edward,san,averaged,jan.,hefty,5.29729416985,5.31366442846,5.67932181358,5.73720597212,5.80909412604,5.8737028595,5.87701547234,5.88474587614,6.06065602638,6.08776759465
u.s.,u.s,u.k.,14.3-trillion,american,fourth-quarter,austrian,g8,wto,second-quarter,boosts,1.91124927327,2.08268565965,2.23655282205,2.29270626144,2.29943016059,2.38528750912,2.39235549975,2.39586958457,2.40611660161,2.45718084838
but,although,and,“while,.but,said.but,“but,2006.,recognize,twitter.com/gisfeld,recognized,1.94860401194,2.01678611414,2.07782903932,2.09295004881,2.12846151629,2.129028832,2.13660940619,2.17696975863,2.19833869289,2.20602064445
economy,continent,workforce,greenback,recovery,structures,country,sector,refineries,ruble,environment,1.87209536734,1.90112293502,2.0200638901,2.13471762045,2.14530848769,2.23162593339,2.25712696682,2.27049538,2.3067404118,2.35322290693
growth,indebtedness,expansion,activity,momentum,productivity,adjustment,stabilization,expenditure,qe3,poverty,2.28316645731,2.3216128725,2.39902332668,2.52616308662,2.57930792299,2.67626311834,2.73997855447,2.74469701594,2.76498066578,2.82125939234
year,month,week,day,decade,1930s,gear,deteriorate,chicken,enterprise,medicine,1.25101146706,1.32809933244,1.44191968669,1.54550656549,1.5463821507,1.55488803532,1.557865818,1.56476600823,1.57017930404,1.58129944301
than,exceeding,whereas,sometime,surpassed,busy,exceeded,roughly,born,whopping,#,3.64496503415,3.86769336096,3.88671150914,3.91268220376,3.95199952988,4.00145605759,4.0492665567,4.08930775068,4.20664513041,4.22120440638
which,who,arguably,said.that,cwb,whom,said.it,formerly,valencia,cra,rout,2.55129271779,3.16281516429,3.2642068165,3.28178630011,3.36310010154,3.41254683246,3.42766026243,3.60263859635,3.61894980275,3.62108918995
debt,debt-to-income,debt-to-gdp,solvency,bunds,equity,tariff,debt-ceiling,wealth,liquidity,health-care,2.62992795574,2.73030705365,3.36547995788,3.37263761479,3.46748797604,3.60977690772,3.62255414855,3.65400148487,3.67790297387,3.70845216147
canada,china,homebuilding,pbo,cuba,asia-pacific,dublin,arabia,korea,edc,nafta,1.53058018258,1.86299112322,1.87924176525,1.89146696092,1.89583932925,1.90327466936,1.91039351249,1.95300776306,1.96471215697,1.96588175549
their,its,policymakers’,consumers’,athens’,your,his,washington’s,our,beijing’s,“our,1.37888618804,1.64140140487,1.74067102497,1.82018093622,1.87451944202,1.87715124895,1.98130025288,2.01531579325,2.05505391564,2.05646076396
economic,macroeconomic,demographic,macro,export,wage,global,budgetary,modest,geopolitical,economy’s,2.531713164,3.13021918972,3.17401595098,3.21355608973,3.30960511229,3.31989762408,3.34327657235,3.41005330697,3.41897961696,3.42468278201
government,cra,administration,cwb,company,project,customer,g-20,borrower,sequestration,abe,1.63208344187,1.67185000554,1.73902310318,1.7607988651,1.77766132505,1.79324041512,1.83595090731,1.85691371473,1.88060860858,1.93078396463
up,down,appreciated,jumping,off,tripled,narrowing,dropping,approaches,fired,strengthened,1.22071490262,2.44712910062,2.65609576626,2.70876139999,2.71545773912,2.74914238311,2.74967124591,2.79513128831,2.79895444878,2.80663027366
new,successive,regional,empty,belgian,short-lived,resale,one-time,first-time,ten,common,3.12333840417,3.20268613537,3.24556982199,3.24763729405,3.29552189914,3.32509696441,3.33714767354,3.36237046219,3.36912217351,3.38944812455
they,“they,russians,“you,tourists,customers,valencia,drachma,deputies,he,mps,1.61778455368,1.93977812324,1.98747738721,2.08069069692,2.11414532543,2.12031360781,2.1296652404,2.15526699344,2.16308181228,2.16332306501
rate,interest-rate,quarter-point,rates,maturities,wage,ratio,ceiling,tsx,fixed-income,havens,2.2917844279,2.81532537617,3.27260148049,3.34479053416,3.395238296,3.43807782259,3.47201145082,3.54089108507,3.65266065698,3.6568654261
about,roughly,whopping,approximately,regarding,exceeds,topping,concerning,produces,reveal,exceeding,2.68647253482,2.74764756316,2.77119973485,2.95516539879,3.02213998502,3.12943784744,3.27610091985,3.29470771033,3.29808846408,3.30315283697
last,next,ninth,successive,past,8.4,calendar,this,subsequent,5.3,ten,2.68042963106,3.62016691506,3.82837951978,3.89001305328,3.98138115215,4.00783816574,4.00816218498,4.07127482703,4.08431279967,4.14231452151
been,be,was,were,are,totally,weren’t,score,stays,stayed,technically,1.37771904698,1.80282231681,1.82640437861,1.87399270555,1.96699274307,2.00576763876,2.06179998047,2.06608025711,2.08687350176,2.08691345922
market,demographic,street,customer,legislative,havens,channel,grexit,intact,continent,video,1.95461634336,1.97802188492,2.00252236381,2.05895357181,2.16193020007,2.17401867982,2.17784711065,2.19846778653,2.19854729212,2.23889539145
we,“we,said.“we,they,“you,“they,i,“i,said.“i,you’ve,you,1.85038235724,2.57077009036,3.08330351409,3.20733834771,3.43162711955,3.51614153014,3.53452348699,3.76213243865,3.85723538421,3.88799271164
or,and,extensive,seemingly,effective,exceptional,sometimes,enormous,delivering,located,<,2.02468027975,3.17172870342,3.22300258243,3.22426286591,3.26024557848,3.27155211019,3.28672175557,3.29910945343,3.30167876788,3.34195690448
could,might,would,“would,“should,can,won’t,he’ll,will,shouldn’t,couldn’t,1.93658269359,2.03140895556,2.32111079965,2.46818899365,2.52471792719,2.52565547909,2.61620489474,2.65101837706,2.67198385895,2.68507186833
also,already,often,ultimately,initially,repeatedly,consistently,certainly,actually,suddenly,formally,2.27580527883,2.37823820361,2.43769924732,2.46286535433,2.48260144233,2.55592434517,2.55789379547,2.55886559729,2.57039313277,2.62467300361
after,followed,following,reversing,markets..,follows,announcing,attended,involving,whopping,alongside,3.25612362582,3.26776197533,3.27074431442,3.44992308179,3.64696008992,3.67408036061,3.68168646624,3.72422476627,3.72472038524,3.72630802509
were,was,been,she’s,are,he’s,be,score,<,upwardly,ticked,1.31848694673,1.82640437861,1.87658816819,1.88317184202,1.91951877733,1.96976954558,2.20767645094,2.24385005989,2.26322554755,2.27151105243
over,concerning,entering,within,defended,exceeding,onto,about,preserve,approximately,discuss,3.77776014919,3.78588178423,3.91243380764,3.93577462488,3.97219221707,3.97232521328,3.97354942999,4.02154982557,4.05107410734,4.05224140826
canadian,australian,american,korean,medium-sized,austrian,chinese,toronto-based,regional,russian,u.s.,1.63464606205,1.9369832924,2.19939454294,2.20133590301,2.2553732013,2.36088604242,2.37370248578,2.55901891795,2.57751622022,2.59759057678
european,soviet,asian,euro-area,cypriot,dutch,cyprus’s,eu,industrialized,g8,greek,3.22108151641,3.34120195328,3.37253965454,3.49085620574,3.64734494264,3.75577416491,3.82425440274,3.95345572588,3.96760489146,3.97875840698
since,until,before,during,through,said.in,attending,after,attended,year.in,:,4.46717740518,5.46082879599,5.75212451819,6.35962153743,6.43014202085,6.46113655655,6.49693913972,6.52622909406,6.54106679981,6.55270247096
some,“some,“most,many,numerous,“all,“these,legally,mainstream,younger,various,1.68816720734,1.85042528934,1.96488723811,2.09262939577,2.24703067486,2.33289569333,2.41196318768,2.43226389737,2.45707040586,2.50072716535
financial,educational,regulatory,geopolitical,environmental,soviet,advisory,“fiscal,legal,banking,mental,2.95551771865,3.04254386851,3.15061250852,3.26183085743,3.26963470344,3.34843298189,3.40599363668,3.46702383789,3.47480095615,3.48024024428
had,have,has,having,“have,upwardly,imply,sends,was,enjoyed,“has,2.05254073297,2.08467257595,2.11516636236,2.14134266736,2.65364983753,2.73087830484,2.73366909393,2.92897913212,2.93374687825,2.94304745592
central,cypriot,toronto-dominion,commercial,berenberg,dual,regional,financial,united,european,deutsche,3.96164997477,4.34468725926,4.39530411469,4.85637693781,5.13396750061,5.14242618529,5.16146834803,5.36194522698,5.40422705927,5.49086144904
us,0.75,8.9,7.7,7.1,7.3,55,2.7,9.9,6.7,2.2,4.28555834906,4.57984819747,4.58722190053,4.60445692658,4.62074171565,4.64523177377,4.64568037438,4.72711596151,4.76891304591,4.82136560981
may,might,“would,august,“should,march,we’d,july,january,could,“will,3.87055378981,4.16403438723,4.42088844968,4.45322191008,4.48789369211,4.57753529113,4.59814731502,4.61977068268,4.6992743397,4.76658372715
out,aspects,hub,ideal,concerning,sustainability,granted,forms,fashion,tonnes,flowing,2.80077270101,2.82963008523,2.84283607931,2.84651501164,2.84927558804,2.8648257645,2.87510091419,2.88781014712,2.8883028343,2.89345677251
his,her,berlusconi’s,poloz’s,obama’s,harper’s,president’s,washington’s,tsipras’s,their,carney’s,1.44927354259,1.71024585082,1.71129438434,1.77612137781,1.77796224236,1.81429836239,1.84279984504,1.87049867099,1.87715124895,1.90337320538
if,“if,said.“if,unless,whenever,when,“when,thinks,said.“but,“while,where,1.67774684369,2.28202704412,2.48497813612,2.53764155749,2.87269517845,2.92614518822,3.38713317622,3.40156187152,3.47466456785,3.50944910002
per,&,5.3,5.9,4.2,the,3.3,1.0,8.1,2.3,2.9,4.41579972829,4.95426025518,4.96328095852,4.96406031083,5.25376899823,5.28103988634,5.30868859513,5.31802977596,5.38749165557,5.41474260014
:,said..,year..,months..,#,report..,recession..,whereas,growth..,``,jshmuel,2.50722502404,3.38959373106,3.48374696453,3.54683139051,3.64722807719,3.65621481792,3.67164832389,3.6772022977,3.69014398697,3.69941520468
prices,values,intentions,burdens,incomes,rents,listings,surpluses,ratios,rates,sales,1.53994916749,1.78665959357,1.80354443884,1.81502785911,1.83523356363,1.86433338025,1.86441973384,1.86533375449,1.87962105861,1.88482615285
who,which,they,lew,whom,formerly,cwb,guindos,valencia,cra,abe,2.55129271779,3.03905395968,3.05758079664,3.09811285643,3.10632328502,3.25472270896,3.28348772805,3.3280861109,3.32888385554,3.33908803745
markets,headlines,announcements,jurisdictions,pmis,chaos,enterprise,shareholders,summits,tourists,twitter.com/gisfeld,1.54327093611,1.54372065041,1.57605417936,1.61636456722,1.64185451722,1.64514216162,1.65863678906,1.66737196968,1.67339415633,1.67552299181
global,flagging,asian,2007-2009,bleak,emerging-market,shaky,overseas,toxic,uneven,anemic,2.07937743012,2.11110808263,2.14030135722,2.15883090152,2.28580444258,2.39295925433,2.39512765468,2.39671874656,2.44578443405,2.45581122845
policy,channel,supervisory,deficit-cutting,deficit-reduction,judgment,quarter-point,defence,crisis-fighting,regulatory,health-care,2.40312598546,2.53319065059,2.57183118495,2.62931150773,2.68667964629,2.73831284708,2.73980245122,2.75488823223,2.75924634383,2.77077101504
into,towards,entering,nearing,throughout,toward,onto,supporting,in,against,entered,2.85913735935,2.9700552308,3.10576036069,3.1114211921,3.11461531365,3.20983509481,3.50699434991,3.51349470158,3.55439526259,3.58478450364
there,“there,said.“this,said.“it,said.it,framework,initiatives,history,objective,inequality,pimco,2.5365654005,3.35985080771,4.20554956977,4.23057797232,4.62408664278,4.67940103467,4.7933883274,4.80138740682,4.83025140166,4.8360363031
billion,trillion,40-billion,10-billion,100-billion,50-billion,million,100000,30-billion,4-trillion,funded,1.51186108199,1.82865520073,1.88348081347,2.0524452029,2.31351501091,2.51308009611,2.54664463898,2.58742111507,2.59736191563,2.66233449241
years,decades,decade,months,weeks,days,quarters,periods,year,period,margins,1.33545450302,1.4380107192,1.48429175411,1.49818034983,1.77837036659,1.88006004426,2.01942427932,2.01967091086,2.16730338809,2.17660307191
one,“one,each,aspects,behalf,1/2,owner,turns,74,2009.the,father,2.46746104901,2.97383935698,3.24274426414,3.3738383339,3.40151547114,3.46460029132,3.50358715743,3.52702884398,3.54824326228,3.55304451608
),truly,otherwise,moderately,2008-2009,ultimately,obviously,certainly,therefore,deepening,anticipated,4.06550728121,4.13575508737,4.18140044732,4.24085508139,4.27861503241,4.29029603025,4.32464875617,4.37971987309,4.38548357443,4.44180103942
euro,currency,ruble,eu,eurozone,g7,freddie,asia-pacific,germany,franc,fx,3.07540028099,3.25471998356,3.29646201255,3.38353416623,3.46529793476,3.4754337928,3.53952995896,3.73831731852,3.74854973111,3.75954517284
crisis,sell-off,chaos,panic,century,presidency,discipline,corner,reconstruction,drama,bubble,1.64694249563,1.67450810878,1.7043348172,1.72474975922,1.80294158141,1.81884892815,1.82325308232,1.82345232759,1.82859325176,1.83783935832
first,10th,ninth,seventh,second,eighth,long-awaited,11th,third,swift,brief,2.07578484315,2.16279804452,2.19963898941,2.20922952059,2.32930503104,2.32934426986,2.51225540907,2.54127440978,2.70525176015,2.76202563172
greece,cyprus,spain,argentina,papademos,britain,portugal,slovenia,iceland,hungary,tsipras,1.80556846894,1.85924219285,1.91910168316,1.96991353153,2.00007380235,2.00508933391,2.00528788528,2.10243918157,2.11311087539,2.12811254533
rates,ratios,prices,maturities,joblessness,instruments,intentions,incomes,bunds,condos,surpluses,1.83886440991,1.87962105861,2.02258561707,2.03601406977,2.06147136889,2.08871262719,2.15111528236,2.18930117585,2.219373212,2.22055638565
(,charles,totalled,approximately,banco,exceed,averaged,purchased,#,oversee,bought,6.08131411779,6.76223698576,7.01150963371,7.09445438137,7.17635646531,7.26046362556,7.36213662351,7.39461030391,7.4203785632,7.4933917707
now,already,officially,currently,openly,suddenly,apparently,nonetheless,strongly,clearly,indeed,2.26812252589,2.29090691458,2.32512723412,2.36924916816,2.39044157388,2.40405028167,2.4445403339,2.50083190955,2.51627434349,2.54637274651
time,chosen,gear,time”,scrambling,spoken,autumn,restraint,communication,announcements,aversion,2.2452299252,2.36871527478,2.38086103205,2.41475034223,2.43029992642,2.44339675699,2.44429521016,2.45458856876,2.46087484021,2.46120472833
next,last,calendar,credible,2015-16,upcoming,8.4,drastic,dated,ninth,this,2.68042963106,3.16272164478,3.17993836812,3.20076705747,3.21439001887,3.32851628123,3.37431182002,3.38530452214,3.39483176161,3.40075535187
can,must,“would,“should,“will,couldn’t,he’ll,shouldn’t,can’t,could,will,2.04882887391,2.04938157169,2.07987988698,2.0804115002,2.11319525379,2.35781230563,2.38793699162,2.48193393009,2.52471792719,2.56943495403
banks,bondholders,savers,departments,entities,institutions,regulators,governments,sovereigns,agencies,surpluses,1.60364510896,1.69250743392,1.79220097118,1.79759912997,1.84777191656,1.85298594828,1.85777050365,1.87905075068,1.89696440581,1.90134363793
when,whenever,where,unless,assuming,“when,said.“if,admitted,said.“but,“if,2007.,1.99723523804,2.32620743341,2.36217186204,2.37392879488,2.38925997976,2.47459324402,2.69921541076,2.70008923567,2.79843778591,2.83526790267
other,various,backstop,unconventional,numerous,c.,low-income,smaller,anti-bailout,successive,poorer,1.84708300808,2.02816059763,2.25995968913,2.29101281576,2.30386997094,2.35016551824,2.36013681102,2.37796300133,2.3855719748,2.40759251099
month,week,year,duration,ounce,deteriorate,coffers,gear,platform,chicken,occur,0.998435797817,1.25101146706,1.32363531146,1.3937305119,1.44383372339,1.45099850195,1.45891945931,1.46402992141,1.49878777926,1.50039005087
all,“all,neither,arab,processing,middle-income,“most,apparently,younger,felt,busy,2.1917802011,3.11468492499,3.17330760473,3.19571049577,3.2058767873,3.21905161398,3.23216881735,3.24987418279,3.2713538569,3.29135794547
while,said.while,whereas,.but,2007.,markets..,1.,paymaster,market..,``,although,1.7605950222,1.77003511542,1.779999199,1.96755704648,2.00805940142,2.09778762737,2.1013113653,2.17499085947,2.18583093501,2.18742922305
cent,plummeted,sank,worsened,leap,ii,q3,died,1981,notches,territory,1.47472119524,1.58180406635,1.58235110748,1.58453076545,1.6060153124,1.61347310541,1.61969423228,1.63121376253,1.63418318646,1.64850132474
mr.,ms.,mr,barack,juergen,la,bmo’s,timothy,stephen,tiff,justin,3.31854270583,3.80331408089,4.2131894796,4.59586585412,4.68342481777,4.76271477941,4.78731188088,4.92565286393,4.9266601944,4.95302137491
two,five,seven,four,three,several,nine,10,six,ten,eight,1.37019904124,1.41354600591,1.43223116193,1.48691673803,1.95500080836,1.96194349629,1.96438338928,2.01132396172,2.04259562488,2.11918023786
down,up,appreciated,tumbling,off,retreated,dropping,exceeds,strengthened,sinking,reviewing,1.22071490262,2.05804207055,2.22164975515,2.24849026927,2.27187225972,2.29713251169,2.35346721868,2.41695608945,2.4218078087,2.46575087578
inflation,unemployment,joblessness,affordability,indebtedness,growth,employment,hiring,deflation,inflationary,cpi,3.23951596913,3.33159986222,3.42232354118,3.43661344015,3.4713227782,3.69579064088,3.78140517739,3.79870632057,3.80022036628,3.80443852594
still,already,actually,obviously,generally,indeed,clearly,definitely,suddenly,ultimately,nevertheless,1.81543960303,2.10512349111,2.21695428396,2.26965966686,2.28527774465,2.31356942244,2.32313710593,2.33098240892,2.34021930096,2.35077539465
spending,incomes,salary,revenue,budgets,transactions,emissions,productivity,investment,outlays,profitability,2.57011992166,2.64874234855,2.83449498314,2.96834842498,2.98796996069,2.993953474,3.00158023421,3.00619060453,3.02114057407,3.04205753282
interest,exchange,vacancy,quarter-point,5,44,fails,1.0,2,scope,43,3.07410541888,3.58237807183,3.67529741398,3.76651067286,3.81736868976,3.90812141661,3.9180685553,3.96430495339,3.96582880468,3.96684129952
what,whatever,“what,where,thing,thinks,said.“but,why,because,when,whom,3.11808583566,3.51257244148,4.76501913118,4.77844327201,4.92918155503,5.09310133668,5.19029077038,5.36567291047,5.42803864459,5.45568335152
no,“no,any,taxpayer,2009.the,bail-out,expressing,withdraw,.“the,arrangements,mental,2.03563567883,2.87592865382,3.13778765292,3.35190837305,3.39721461174,3.40131908646,3.42976752065,3.43570530488,3.44732908529,3.45863418307
economist,analyst,strategist,preston,mp,researcher,attorney,ceo,trader,gluskin,wheat,2.2853077489,2.69272221053,2.97576006604,3.0249473911,3.14157205972,3.26536846359,3.41344306787,3.44298631814,3.47350843324,3.51373501537
eurozone,euro-area,g7,eu,g8,g-20,esm,union,zone,efsf,periphery,1.80167620394,1.96177687097,2.07789597755,2.30759185872,2.35630915113,2.40786461712,2.55483710799,2.5634436571,2.60127371454,2.60994007555
report,data,study,statement,communique,figures,reports,update,announcement,analysis,commentary,1.96155198915,2.03685382757,2.07290619922,2.22572635028,2.22804323176,2.24058779003,2.31501592667,2.33405593722,2.41903955685,2.42777150927
minister,premier,mp,lawmaker,commissioner,leader,policymaker,lawyer,co-founder,predecessor,governor,1.9366551763,2.66183236638,2.72435474587,2.81575546212,2.96362500948,2.98195613861,3.03533714752,3.07464387451,3.08977483462,3.25328375223
most,“most,equally,“more,some,overly,“some,many,financially,deeply,extremely,2.51117575883,3.43199109611,3.47967286649,3.5448253764,3.64875522636,3.6650170644,3.73700259369,3.84151200065,3.88234019108,3.89737944722
federal,municipal,personal,provincial,foreign,national,domestic,commercial,harper’s,nonfarm,central,5.16904135405,5.35596488838,5.39678003115,5.46837582837,5.54172785747,5.61926850519,5.64661946389,5.72963644713,5.91310603495,5.9935162178
canada’s,area’s,alberta’s,quebec’s,america’s,australia’s,department’s,india’s,island’s,ontario’s,country’s,1.88810100948,1.90246275165,1.93454325789,2.04472002907,2.07426321422,2.12928038236,2.14574250993,2.18633755827,2.20614781282,2.26439457016
so,“so,“now,thus,“while,unfortunately,hopefully,reasonably,similarly,arab,“and,2.21530279338,2.95376747135,3.18343093896,3.19982416367,3.41193934833,3.42277073118,3.51528137086,3.539032245,3.59659947909,3.60562470722
expected,predicted,autumn,ideal,inclined,feared,taper,anticipate,anticipated,2015-16,projected,2.19991011884,2.45708805829,2.49975892822,2.51952179103,2.56954774788,2.59090751684,2.59157453733,2.64168880243,2.64830680816,2.64915853635
data,figures,report,surveys,numbers,reports,article,communique,analysis,study,pmi,1.55919330501,1.96155198915,2.33869243162,2.50932420684,2.59494367401,2.68835547424,2.71266651581,2.82686017694,2.83771052062,2.87440222675
